2017-06-27
2017-06-26	2453.07
2017-06-25	2555.33
2017-06-24	2656.96
2017-06-23	2706.14
2017-06-22	2665.24
2017-06-21	2690.32
2017-06-20	2654.44
2017-06-17	2553.42
2017-06-16	2441.04
2017-06-15	2351.97
2017-06-14	2668.42
2017-06-13	2714.71
2017-06-12	2821.27
2017-06-11	2931.42
2017-06-10	2856.75
2017-06-09	2823.60
2017-06-08	2750.54
2017-06-07	2816.35
2017-06-06	2833.37
2017-06-05	2601.94
2017-06-04	2519.12
2017-06-03	2523.85
2017-06-02	2425.63
2017-06-01	2405.09
2017-05-31	2249.76
2017-05-30	2264.58
2017-05-29	2254.86
2017-05-28	2228.32
2017-05-27	2127.08
2017-05-26	2442.28
2017-05-25	2609.27
2017-05-24	2369.27
2017-05-23	2216.74
2017-05-22	2168.35
2017-05-21	2054.40
2017-05-20	2001.74
2017-05-19	1937.60
2017-05-18	1836.45
2017-05-17	1815.62
2017-05-16	1745.42
2017-05-15	1753.66
2017-05-14	1799.60
2017-05-13	1715.88
2017-05-12	1773.71
2017-05-11	1837.42
2017-05-10	1758.04
2017-05-09	1730.58
2017-05-08	1640.31
2017-05-07	1591.04
2017-05-06	1583.39
2017-05-05	1590.39
2017-05-04	1572.35
2017-05-03	1482.54
2017-05-02	1460.62
2017-05-01	1425.99
2017-04-30	1354.00
2017-04-29	1356.13
2017-04-28	1340.44
2017-04-27	1324.20
2017-04-26	1295.53
2017-04-25	1273.79
2017-04-24	1252.79
2017-04-23	1247.24
2017-04-22	1245.55
2017-04-21	1247.61
2017-04-20	1225.44
2017-04-19	1201.38
2017-04-18	1198.86
2017-04-17	1180.29
2017-04-16	1182.62
2017-04-15	1181.14
2017-04-14	1182.56
2017-04-13	1189.59
2017-04-12	1219.22
2017-04-11	1215.33
2017-04-10	1211.93
2017-04-09	1193.85
2017-04-08	1188.58
2017-04-07	1192.19
2017-04-06	1168.38
2017-04-05	1132.03
2017-04-04	1148.10
2017-04-03	1142.60
2017-04-02	1096.54
2017-04-01	1090.51
2017-03-31	1063.29
2017-03-30	1039.37
2017-03-29	1035.22
2017-03-28	1044.62
2017-03-27	1002.38
2017-03-26	974.27
2017-03-25	930.11
2017-03-24	991.87
2017-03-23	1035.89
2017-03-22	1050.92
2017-03-21	1085.68
2017-03-20	1035.60
2017-03-19	1012.91
2017-03-18	1032.36
2017-03-17	1130.96
2017-03-16	1223.74
2017-03-15	1253.52
2017-03-14	1247.29
2017-03-13	1237.88
2017-03-12	1206.30
2017-03-11	1181.02
2017-03-10	1207.92
2017-03-09	1179.28
2017-03-08	1196.78
2017-03-07	1258.84
2017-03-06	1281.63
2017-03-05	1267.37
2017-03-04	1281.62
2017-03-03	1279.09
2017-03-02	1245.78
2017-03-01	1210.37
2017-02-28	1195.68
2017-02-27	1189.71
2017-02-26	1165.41
2017-02-25	1172.51
2017-02-24	1187.88
2017-02-23	1149.44
2017-02-22	1124.96
2017-02-21	1104.68
2017-02-20	1062.84
2017-02-19	1059.44
2017-02-18	1066.44
2017-02-17	1049.92
2017-02-16	1028.53
2017-02-15	1012.45
2017-02-14	1008.49
2017-02-13	1005.16
2017-02-12	1012.40
2017-02-11	1013.77
2017-02-10	983.91
2017-02-09	1027.61
2017-02-08	1054.25
2017-02-07	1043.80
2017-02-06	1022.32
2017-02-05	1022.65
2017-02-04	1019.52
2017-02-03	1014.16
2017-02-02	994.75
2017-02-01	975.59
2017-01-31	944.29
2017-01-30	920.47
2017-01-29	922.76
2017-01-28	924.13
2017-01-27	920.08
2017-01-26	909.23
2017-01-25	897.37
2017-01-24	908.24
2017-01-23	923.55
2017-01-22	928.50
2017-01-21	919.06
2017-01-20	898.51
2017-01-19	897.24
2017-01-18	889.45
2017-01-17	879.99
2017-01-16	834.87
2017-01-15	826.30
2017-01-14	834.84
2017-01-13	812.51
2017-01-12	791.17
2017-01-11	852.30
2017-01-10	906.89
2017-01-09	899.48
2017-01-08	924.49
2017-01-07	877.62
2017-01-06	937.53
2017-01-05	1055.36
2017-01-04	1083.63
2017-01-03	1019.53
2017-01-02	1013.13
2017-01-01	979.56
2016-12-31	960.78
2016-12-30	955.93
2016-12-29	973.47
2016-12-28	952.36
2016-12-27	916.86
2016-12-26	899.65
2016-12-25	873.31
2016-12-24	901.25
2016-12-23	898.22
2016-12-22	856.14
2016-12-21	814.76
2016-12-20	791.45
2016-12-19	792.76
2016-12-18	790.33
2016-12-17	789.16
2016-12-16	780.09
2016-12-15	778.53
2016-12-14	778.89
2016-12-13	780.73
2016-12-12	776.62
2016-12-11	769.57
2016-12-10	774.63
2016-12-09	770.22
2016-12-08	768.17
2016-12-07	761.72
2016-12-06	757.53
2016-12-05	755.96
2016-12-04	766.20
2016-12-03	765.86
2016-12-02	768.29
2016-12-01	748.61
2016-11-30	738.04
2016-11-29	731.84
2016-11-28	731.59
2016-11-27	733.42
2016-11-26	735.04
2016-11-25	734.43
2016-11-24	738.43
2016-11-23	742.02
2016-11-22	739.67
2016-11-21	734.79
2016-11-20	741.55
2016-11-19	748.62
2016-11-18	742.78
2016-11-17	742.66
2016-11-16	722.76
2016-11-15	711.02
2016-11-14	703.35
2016-11-13	697.19
2016-11-12	710.24
2016-11-11	715.04
2016-11-10	715.26
2016-11-09	727.78
2016-11-08	709.12
2016-11-07	707.97
